AWARDEENUMBER,PROJECTID,REASONFORPARTICIPATION,OUTREACHCHANNEL
3797,212890093,NA,7
3797,212950016,NA,22
3797,217640002,NA,22
3797,217640002,NA,18
3797,217640002,NA,17
3797,217640002,NA,16
3797,212890076,NA,22
3797,212890077,NA,22
3797,212900042,NA,22
3797,212890078,NA,1
3797,212890079,NA,22
3797,212890079,NA,7
3797,212900043,NA,8
3797,217640053,NA,22
3797,212900044,NA,22
3797,212940002,NA,22
3797,212920007,NA,22
3797,212890087,NA,22
3797,212900045,NA,22
3797,212890080,NA,22
3797,212900046,NA,22
3797,212900047,NA,14
3797,212900048,NA,14
3797,212920006,NA,7
3797,212900049,NA,22
3797,217640007,NA,22
3797,212900050,NA,14
3797,212900052,NA,22
3797,212890081,NA,14
3797,212900054,NA,22
3797,212900055,NA,22
3797,212900057,NA,22
3797,212900059,NA,13
3797,212900060,NA,22
3797,212940003,NA,22
3797,212890082,NA,22
3797,212890083,NA,20
3797,212920034,NA,8
3797,212900061,NA,22
3797,212920064,NA,18
3797,212920064,NA,17
3797,212920064,NA,16
3797,212890084,NA,22
3797,212890085,NA,8
3797,212900062,NA,22
3797,212900063,NA,22
3797,212890086,NA,22
3797,217640029,NA,22
3797,212900064,NA,22
3797,212900065,NA,22
3797,212920045,NA,22
3797,212900067,NA,22
3797,212920001,NA,22
3797,212900068,NA,22
3797,212900069,NA,22
3797,212900070,NA,22
3797,212900071,NA,1
3797,217640022,NA,8
3797,212900072,NA,8
3797,217640008,NA,18
3797,217640008,NA,17
3797,217640008,NA,16
3797,212900073,NA,1
3797,217640041,NA,22
3797,217640003,NA,1
3797,212890088,NA,22
3797,212890089,NA,22
3797,212890090,NA,22
3797,212930006,NA,1
3797,217640055,NA,1
3797,212930007,NA,1
3797,212900074,NA,22
3797,212900075,NA,1
3797,217640027,NA,22
3797,212900076,NA,1
3797,212900077,NA,22
3797,212900078,NA,22
3797,212900079,NA,18
3797,212900079,NA,17
3797,212900079,NA,16
3797,212930008,NA,3
3797,212900080,NA,22
3797,212930009,NA,22
3797,212930009,NA,18
3797,212930009,NA,17
3797,212930009,NA,16
3797,217640031,NA,1
3797,212900081,NA,22
3797,212900082,NA,22
3797,212900083,NA,14
3797,212900084,NA,1
3797,212900085,NA,22
3797,212900086,NA,1
3797,212920015,NA,1
3797,212900087,NA,18
3797,212900087,NA,17
3797,212900087,NA,16
3797,212900088,NA,22
3797,212900089,NA,22
3797,212900090,NA,22
3797,212900090,NA,18
3797,212900090,NA,17
3797,212900090,NA,16
3797,212900091,NA,18
3797,212900091,NA,17
3797,212900091,NA,16
3797,212900092,NA,22
3797,212920026,NA,1
3797,212900094,NA,22
3797,212900095,NA,1
3797,212900096,NA,1
3797,212900097,NA,1
3797,212900098,NA,1
3797,212900099,NA,1
3797,212900101,NA,22
3797,212900102,NA,22
3797,212900103,NA,1
3797,217640047,NA,1
3797,212900104,NA,8
3797,212900105,NA,22
3797,212900106,NA,8
3797,212900107,NA,1
3797,212920035,NA,1
3797,212900108,NA,1
3797,212900109,NA,5
3797,217640014,NA,22
3797,212920071,NA,3
3797,217640005,NA,22
3797,212900110,NA,22
3797,217640015,NA,8
3797,212900111,NA,22
3797,212930010,NA,22
3797,212900112,NA,22
3797,217640028,NA,22
3797,217640025,NA,22
3797,217640042,NA,1
3797,212920040,NA,1
3797,212930011,NA,1
3797,217640051,NA,20
3797,217640056,NA,1
3797,217640011,NA,22
3797,212920009,NA,21
3797,212920021,NA,1
3797,212920065,NA,22
3797,212920016,NA,1
3797,212920018,NA,22
3797,217640052,NA,22
3797,217640034,NA,5
3797,217640033,NA,1
3797,212950042,NA,22
3797,217640016,NA,22
3797,212920053,NA,18
3797,212920053,NA,17
3797,212920053,NA,16
3797,212920028,NA,22
3797,212930012,NA,18
3797,212930012,NA,17
3797,212930012,NA,16
3797,212920025,NA,3
3797,212930013,NA,3
3797,212900114,NA,5
3797,217640020,NA,18
3797,217640020,NA,17
3797,217640020,NA,16
3797,212940004,NA,3
3797,217640019,NA,1
3797,212950023,NA,22
3797,212920004,NA,18
3797,212920004,NA,17
3797,212920004,NA,16
3797,217640023,NA,22
3797,217640037,NA,22
3797,212920067,NA,22
3797,217640032,NA,22
3797,217640010,NA,22
3797,212930014,NA,22
3797,212920041,NA,18
3797,212920041,NA,17
3797,212920041,NA,16
3797,212930015,NA,7
3797,217640021,NA,22
3797,212920049,NA,22
3797,212920005,NA,18
3797,212920005,NA,17
3797,212920005,NA,16
3797,212920020,NA,22
3797,212920052,NA,18
3797,212920052,NA,17
3797,212920052,NA,16
3797,212950036,NA,22
3797,212920066,NA,22
3797,212920043,NA,22
3797,217640012,NA,22
3797,212930017,NA,22
3797,212920008,NA,22
3797,212920013,NA,22
3797,212920063,NA,22
3797,217640050,NA,14
3797,212920012,NA,22
3797,212930018,NA,22
3797,212930019,NA,22
3797,212920023,NA,8
3797,212930020,NA,8
3797,217640024,NA,1
3797,212920062,NA,18
3797,212920062,NA,17
3797,212920062,NA,16
3797,212920022,NA,5
3797,212920046,NA,22
3797,212920030,NA,8
3797,212930021,NA,1
3797,212920027,NA,18
3797,212920027,NA,17
3797,212920027,NA,16
3797,212930022,NA,18
3797,212930022,NA,17
3797,212930022,NA,16
3797,212930023,NA,20
3797,212930024,NA,18
3797,212930024,NA,17
3797,212930024,NA,16
3797,212920017,NA,18
3797,212920017,NA,17
3797,212920017,NA,16
3797,212930025,NA,8
3797,212940006,NA,22
3797,212950014,NA,22
3797,212930029,NA,22
3797,212930030,NA,22
3797,212920019,NA,8
3797,212930031,NA,22
3797,212940007,NA,8
3797,212940007,NA,1
3797,212950037,NA,1
3797,212950045,NA,20
3797,212930033,NA,7
3797,212930033,NA,1
3797,212950015,NA,22
3797,212930036,NA,22
3797,212930037,NA,22
3797,212940008,NA,14
3797,212930038,NA,22
3797,212930039,NA,8
3797,212940009,NA,22
3797,212940010,NA,8
3797,212930040,NA,22
3797,212940011,NA,18
3797,212940011,NA,17
3797,212940011,NA,16
3797,212950040,NA,20
3797,212950012,NA,20
3797,212950039,NA,22
3797,212940012,NA,22
3797,212950025,NA,1
3797,212940014,NA,22
3797,212950030,NA,18
3797,212950030,NA,17
3797,212950030,NA,16
3797,212950032,NA,22
3797,212940015,NA,22
3797,212950008,NA,22
3797,212950019,NA,22
3797,212950041,NA,22
3797,212950013,NA,22
3797,212950044,NA,22
3797,212950017,NA,22
3797,212950022,NA,22
3797,212950007,NA,22
3797,212950046,NA,1
3797,212950021,NA,22
3797,212950002,NA,22
3797,212950029,NA,1
3797,212950006,NA,22
3797,212950028,NA,8
3797,212950033,NA,22
3797,212950018,NA,8
3797,212950020,NA,22
3797,212950001,NA,22
3797,212950003,NA,22
3797,212950043,NA,22
3797,212950034,NA,22
3797,212950024,NA,22
3797,212950038,NA,1
3797,212950027,NA,14
3797,212890091,NA,22
3797,212900115,NA,14
3797,212900116,NA,14
3806,205580001,NA,7
3806,205580034,NA,7
3806,205650002,NA,8
3806,205840080,NA,7
3806,205710173,NA,8
3806,205650003,NA,4
3806,205650004,NA,4
3806,205650005,NA,4
3806,205580037,NA,8
3806,205660081,NA,7
3806,205580002,NA,7
3806,205650006,NA,7
3806,205650007,NA,8
3806,205650007,NA,4
3806,205650008,NA,7
3806,205780001,NA,8
3806,205780001,NA,4
3806,205780001,NA,3
3806,205770099,NA,8
3806,205660001,NA,8
3806,205580003,NA,4
3806,205650009,NA,7
3806,205650010,NA,7
3806,205650011,NA,7
3806,205650012,NA,15
3806,205650012,NA,4
3806,205650013,NA,7
3806,205580035,NA,4
3806,205580035,NA,3
3806,205580004,NA,7
3806,205710175,NA,8
3806,205700001,NA,8
3806,205580038,NA,8
3806,205580039,NA,7
3806,205840001,NA,3
3806,205710001,NA,8
3806,205620007,NA,8
3806,205620007,NA,7
3806,205770068,NA,7
3806,205710002,NA,3
3806,216320003,NA,7
3806,205840082,NA,8
3806,205710003,NA,8
3806,205710004,NA,7
3806,205580040,NA,7
3806,205620002,NA,7
3806,205780002,NA,4
3806,205650014,NA,8
3806,205580005,NA,8
3806,205650015,NA,8
3806,205650015,NA,3
3806,205580006,NA,8
3806,205580007,NA,8
3806,205760105,NA,7
3806,205660082,NA,7
3806,205710172,NA,7
3806,205850037,NA,7
3806,205850037,NA,4
3806,205710176,NA,8
3806,205760003,NA,8
3806,205770002,NA,8
3806,205700002,NA,4
3806,205650019,NA,4
3806,205780067,NA,7
3806,205650021,NA,8
3806,205850038,NA,15
3806,205650022,NA,8
3806,205650023,NA,8
3806,205650023,NA,4
3806,205650024,NA,8
3806,205650025,NA,8
3806,205650026,NA,8
3806,205710178,NA,7
3806,205650141,NA,8
3806,205620003,NA,8
3806,205850039,NA,8
3806,205650027,NA,8
3806,205650029,NA,7
3806,205650030,NA,7
3806,205710180,NA,7
3806,205700003,NA,8
3806,205700003,NA,4
3806,205620008,NA,7
3806,205620008,NA,3
3806,205580010,NA,7
3806,205580012,NA,7
3806,205710181,NA,8
3806,205710182,NA,15
3806,216320004,NA,3
3806,205580015,NA,3
3806,205580016,NA,7
3806,205580017,NA,3
3806,205650142,NA,3
3806,205580041,NA,4
3806,205580018,NA,7
3806,205580019,NA,3
3806,205580021,NA,7
3806,205580024,NA,7
3806,205650032,NA,5
3806,205650033,NA,7
3806,205650034,NA,5
3806,205700110,NA,7
3806,205650035,NA,5
3806,205760107,NA,3
3806,205580028,NA,8
3806,205650036,NA,7
3806,205710183,NA,8
3806,205650037,NA,8
3806,205650038,NA,8
3806,205650040,NA,8
3806,205660083,NA,7
3806,205650043,NA,7
3806,205650044,NA,3
3806,205650045,NA,7
3806,205710184,NA,8
3806,205650046,NA,7
3806,205650050,NA,7
3806,205710185,NA,7
3806,205660084,NA,7
3806,205650052,NA,7
3806,205650143,NA,7
3806,205650053,NA,7
3806,205650054,NA,5
3806,205650055,NA,7
3806,205700005,NA,8
3806,205700005,NA,4
3806,205660005,NA,8
3806,205650056,NA,7
3806,205650057,NA,7
3806,205650058,NA,8
3806,205650059,NA,8
3806,205650060,NA,8
3806,205760143,NA,8
3806,205710186,NA,7
3806,205650061,NA,3
3806,205650063,NA,8
3806,205700111,NA,8
3806,205660006,NA,8
3806,205650064,NA,8
3806,205760108,NA,8
3806,205710187,NA,8
3806,205710187,NA,7
3806,205650065,NA,7
3806,205650066,NA,7
3806,205650067,NA,7
3806,205650068,NA,5
3806,205650069,NA,7
3806,205650070,NA,5
3806,205650072,NA,7
3806,205650073,NA,7
3806,205650074,NA,7
3806,205650075,NA,8
3806,205650076,NA,5
3806,205650076,NA,3
3806,205660086,NA,8
3806,205660007,NA,8
3806,205650077,NA,8
3806,205700112,NA,7
3806,205650079,NA,7
3806,205650080,NA,7
3806,205650081,NA,7
3806,205650082,NA,8
3806,205650083,NA,4
3806,205660008,NA,15
3806,205660009,NA,8
3806,205650084,NA,7
3806,205620009,NA,15
3806,205580036,NA,4
3806,205580036,NA,3
3806,205650086,NA,15
3806,205650086,NA,4
3806,205770004,NA,8
3806,205710188,NA,8
3806,205710188,NA,7
3806,216320005,NA,7
3806,205650087,NA,7
3806,205710189,NA,7
3806,205650088,NA,7
3806,205580029,NA,8
3806,205580029,NA,4
3806,205660011,NA,4
3806,205660013,NA,15
3806,205710190,NA,7
3806,205770005,NA,7
3806,205660014,NA,7
3806,205660015,NA,8
3806,205660016,NA,8
3806,205650090,NA,7
3806,205650091,NA,5
3806,205650092,NA,8
3806,205650093,NA,8
3806,205710191,NA,7
3806,205650096,NA,8
3806,205650097,NA,7
3806,205650098,NA,7
3806,205770070,NA,8
3806,205770070,NA,4
3806,205650100,NA,7
3806,205660018,NA,8
3806,205650104,NA,7
3806,205650105,NA,5
3806,205650108,NA,5
3806,205650109,NA,8
3806,205650110,NA,8
3806,205650111,NA,7
3806,205650112,NA,7
3806,205660019,NA,18
3806,205660019,NA,17
3806,205660019,NA,16
3806,205660019,NA,4
3806,205660087,NA,15
3806,205650113,NA,8
3806,205650114,NA,7
3806,205650115,NA,5
3806,205650118,NA,7
3806,205650119,NA,7
3806,205840003,NA,8
3806,205840003,NA,7
3806,205700006,NA,7
3806,205700006,NA,4
3806,205650121,NA,3
3806,205700007,NA,7
3806,205700008,NA,8
3806,205700008,NA,7
3806,205660020,NA,7
3806,205620004,NA,8
3806,205660022,NA,7
3806,205660023,NA,7
3806,205650124,NA,7
3806,205650125,NA,5
3806,205650126,NA,7
3806,205650128,NA,7
3806,205650144,NA,8
3806,205650144,NA,7
3806,205650130,NA,7
3806,205650131,NA,7
3806,205650132,NA,7
3806,205710010,NA,8
3806,205710010,NA,7
3806,205660025,NA,7
3806,216320006,NA,8
3806,205650133,NA,7
3806,205650134,NA,7
3806,205710011,NA,7
3806,205710012,NA,8
3806,205710012,NA,4
3806,205700009,NA,18
3806,205700009,NA,17
3806,205700009,NA,16
3806,205710013,NA,8
3806,205660028,NA,15
3806,205710014,NA,7
3806,205710014,NA,4
3806,205710014,NA,3
3806,205660030,NA,7
3806,205660088,NA,7
3806,205660089,NA,7
3806,205660033,NA,7
3806,205660034,NA,7
3806,205760006,NA,8
3806,205760006,NA,7
3806,205660037,NA,8
3806,205660038,NA,7
3806,205660039,NA,5
3806,205710193,NA,8
3806,205710193,NA,4
3806,205760007,NA,8
3806,205760007,NA,4
3806,205770071,NA,8
3806,205660042,NA,8
3806,205660042,NA,7
3806,205700117,NA,8
3806,205660044,NA,8
3806,205700118,NA,15
3806,205700118,NA,4
3806,205660049,NA,7
3806,205660050,NA,7
3806,205710195,NA,8
3806,205700012,NA,18
3806,205700012,NA,17
3806,205700012,NA,16
3806,205660052,NA,3
3806,205760008,NA,7
3806,205760008,NA,4
3806,205660054,NA,5
3806,205660056,NA,8
3806,205760009,NA,7
3806,205850001,NA,7
3806,205700119,NA,3
3806,205760144,NA,8
3806,205760144,NA,4
3806,205760109,NA,7
3806,205660058,NA,7
3806,205660059,NA,7
3806,205710196,NA,7
3806,205700015,NA,8
3806,205700015,NA,4
3806,205760010,NA,4
3806,205660060,NA,8
3806,205660060,NA,7
3806,205700120,NA,8
3806,205660061,NA,8
3806,205660061,NA,7
3806,205650136,NA,15
3806,205850002,NA,15
3806,205850002,NA,7
3806,205770007,NA,3
3806,205760110,NA,7
3806,205760110,NA,3
3806,205770072,NA,3
3806,205660064,NA,3
3806,205660065,NA,7
3806,205660066,NA,8
3806,205660067,NA,8
3806,205700018,NA,7
3806,205850040,NA,7
3806,205660070,NA,7
3806,205660071,NA,7
3806,205580031,NA,7
3806,205650137,NA,3
3806,205700122,NA,15
3806,205710199,NA,7
3806,205580032,NA,3
3806,205660074,NA,3
3806,205710019,NA,15
3806,205660076,NA,7
3806,205700020,NA,8
3806,205700021,NA,15
3806,205700021,NA,4
3806,205650138,NA,15
3806,205720001,NA,8
3806,205720001,NA,4
3806,205720002,NA,7
3806,205660077,NA,7
3806,205660078,NA,7
3806,205700023,NA,8
3806,205700025,NA,8
3806,205710020,NA,8
3806,205700124,NA,8
3806,205700026,NA,8
3806,205700027,NA,8
3806,205700032,NA,8
3806,205700033,NA,8
3806,205710023,NA,8
3806,205710024,NA,8
3806,205760011,NA,8
3806,205700034,NA,8
3806,205660079,NA,7
3806,205700035,NA,7
3806,205700036,NA,8
3806,205700036,NA,4
3806,205710026,NA,8
3806,205710026,NA,4
3806,205700125,NA,3
3806,205710027,NA,8
3806,205710027,NA,7
3806,205710028,NA,8
3806,205710028,NA,4
3806,205850003,NA,7
3806,205700038,NA,7
3806,205710029,NA,7
3806,205700039,NA,7
3806,205850041,NA,8
3806,205700126,NA,15
3806,205770073,NA,8
3806,205720003,NA,7
3806,205700127,NA,3
3806,205770074,NA,8
3806,205770074,NA,7
3806,205700045,NA,7
3806,205700046,NA,7
3806,205780070,NA,7
3806,205710030,NA,7
3806,205710031,NA,7
3806,205700047,NA,8
3806,205700048,NA,15
3806,205760112,NA,7
3806,205720006,NA,7
3806,205650140,NA,5
3806,205700050,NA,7
3806,205840085,NA,7
3806,205720007,NA,3
3806,205760012,NA,7
3806,205710033,NA,8
3806,205700053,NA,7
3806,205710034,NA,8
3806,205780004,NA,8
3806,205700054,NA,15
3806,205700054,NA,7
3806,205760013,NA,7
3806,205710035,NA,7
3806,205700129,NA,7
3806,205710036,NA,7
3806,205700055,NA,8
3806,205710038,NA,8
3806,205700057,NA,8
3806,205700058,NA,8
3806,205700059,NA,8
3806,205710039,NA,8
3806,205700060,NA,8
3806,205700061,NA,8
3806,205710040,NA,8
3806,205710041,NA,8
3806,205700062,NA,8
3806,205710042,NA,8
3806,205710043,NA,8
3806,205700063,NA,8
3806,205720008,NA,8
3806,205760113,NA,8
3806,205700064,NA,8
3806,205720009,NA,8
3806,205760014,NA,15
3806,205760014,NA,8
3806,205710045,NA,8
3806,205770075,NA,8
3806,205700065,NA,8
3806,205700066,NA,8
3806,205710046,NA,8
3806,205710048,NA,8
3806,205710049,NA,8
3806,205700067,NA,5
3806,205720011,NA,15
3806,205770076,NA,7
3806,205760015,NA,7
3806,205770008,NA,8
3806,205700070,NA,7
3806,205710050,NA,7
3806,205760016,NA,7
3806,205710051,NA,7
3806,205710052,NA,7
3806,205700071,NA,7
3806,205700071,NA,4
3806,205720012,NA,7
3806,205850044,NA,3
3806,205720013,NA,7
3806,205700074,NA,7
3806,205710054,NA,8
3806,205760114,NA,15
3806,205720015,NA,3
3806,205700079,NA,3
3806,205720016,NA,15
3806,205720017,NA,15
3806,205710056,NA,8
3806,205710058,NA,8
3806,205760116,NA,7
3806,205710059,NA,7
3806,205700086,NA,8
3806,205840086,NA,5
3806,205710060,NA,7
3806,205700090,NA,7
3806,205720021,NA,15
3806,205700091,NA,7
3806,205700093,NA,7
3806,205710063,NA,8
3806,205760017,NA,7
3806,205760017,NA,4
3806,205710067,NA,3
3806,205720023,NA,7
3806,205760117,NA,15
3806,205700100,NA,7
3806,205710068,NA,8
3806,205760018,NA,1
3806,205780072,NA,1
3806,205760019,NA,1
3806,205760118,NA,1
3806,205710071,NA,8
3806,205760119,NA,3
3806,205710072,NA,7
3806,205710073,NA,3
3806,205710074,NA,15
3806,205710074,NA,8
3806,205710075,NA,7
3806,205710076,NA,7
3806,205710077,NA,7
3806,205710081,NA,7
3806,205710085,NA,7
3806,205770101,NA,7
3806,205760122,NA,7
3806,205760123,NA,7
3806,205710093,NA,7
3806,205700103,NA,7
3806,205700104,NA,3
3806,205760020,NA,7
3806,205710095,NA,7
3806,205710096,NA,7
3806,205710097,NA,7
3806,205710100,NA,7
3806,205780073,NA,7
3806,205710103,NA,7
3806,205710104,NA,7
3806,205710107,NA,7
3806,205760021,NA,4
3806,205770077,NA,4
3806,205840152,NA,4
3806,205710110,NA,7
3806,205710111,NA,3
3806,205760022,NA,7
3806,205710114,NA,7
3806,205710115,NA,7
3806,205760023,NA,7
3806,205710117,NA,7
3806,205710118,NA,7
3806,205710120,NA,8
3806,205710121,NA,8
3806,205760024,NA,8
3806,205770078,NA,8
3806,205710122,NA,7
3806,205840130,NA,7
3806,205710123,NA,7
3806,205710124,NA,7
3806,205760126,NA,3
3806,205710125,NA,3
3806,205760127,NA,7
3806,205710128,NA,8
3806,205760025,NA,7
3806,205780005,NA,8
3806,205710129,NA,7
3806,205710130,NA,7
3806,205710131,NA,15
3806,205770079,NA,3
3806,205760142,NA,7
3806,205770080,NA,3
3806,205710143,NA,3
3806,205710147,NA,15
3806,205710149,NA,7
3806,205760128,NA,7
3806,205710150,NA,3
3806,205710151,NA,7
3806,205760129,NA,7
3806,205620005,NA,7
3806,205710153,NA,7
3806,205710155,NA,4
3806,205760029,NA,7
3806,205760030,NA,15
3806,205770082,NA,15
3806,205710156,NA,7
3806,205760032,NA,8
3806,205760032,NA,4
3806,205760147,NA,15
3806,205760033,NA,15
3806,205760034,NA,8
3806,205760035,NA,8
3806,205760130,NA,8
3806,205780075,NA,4
3806,205760036,NA,4
3806,205760037,NA,4
3806,205760039,NA,4
3806,205850047,NA,4
3806,205760040,NA,7
3806,205760041,NA,4
3806,205710164,NA,4
3806,205770084,NA,7
3806,205710167,NA,7
3806,216320008,NA,7
3806,205760135,NA,3
3806,205760045,NA,4
3806,205720032,NA,7
3806,205760047,NA,7
3806,205760048,NA,7
3806,205760050,NA,4
3806,205760053,NA,4
3806,205760054,NA,4
3806,205760055,NA,7
3806,205760057,NA,7
3806,205760058,NA,8
3806,205760058,NA,7
3806,205760059,NA,8
3806,205760060,NA,4
3806,205770009,NA,7
3806,205760061,NA,7
3806,205760062,NA,8
3806,205780008,NA,7
3806,205760067,NA,4
3806,205770010,NA,4
3806,205760068,NA,4
3806,205760069,NA,8
3806,205770085,NA,7
3806,205760071,NA,7
3806,205780079,NA,7
3806,205760072,NA,7
3806,205760074,NA,8
3806,205760075,NA,8
3806,205770011,NA,8
3806,205770011,NA,7
3806,205760076,NA,8
3806,205770012,NA,8
3806,205770012,NA,4
3806,205760077,NA,7
3806,205760077,NA,4
3806,205770013,NA,8
3806,205760078,NA,7
3806,205760080,NA,8
3806,205780080,NA,7
3806,205770014,NA,15
3806,205770014,NA,4
3806,205770015,NA,4
3806,205760082,NA,4
3806,205770016,NA,7
3806,205770016,NA,4
3806,205780009,NA,8
3806,205780009,NA,7
3806,205780009,NA,4
3806,205700106,NA,7
3806,205770017,NA,8
3806,205760084,NA,4
3806,205770018,NA,4
3806,205770019,NA,8
3806,205770019,NA,4
3806,205760085,NA,4
3806,205760086,NA,8
3806,205780010,NA,8
3806,205770020,NA,8
3806,205770020,NA,4
3806,205760087,NA,8
3806,205770021,NA,8
3806,205760088,NA,4
3806,205770089,NA,7
3806,205760089,NA,7
3806,205770022,NA,8
3806,205760090,NA,8
3806,205620006,NA,4
3806,205760094,NA,8
3806,205770024,NA,7
3806,205770024,NA,3
3806,205770025,NA,8
3806,205770026,NA,4
3806,205760097,NA,4
3806,205770027,NA,4
3806,205770028,NA,4
3806,205780083,NA,8
3806,205770030,NA,4
3806,205770031,NA,4
3806,205760101,NA,3
3806,205840006,NA,4
3806,205760102,NA,4
3806,205770032,NA,7
3806,205770033,NA,7
3806,205770034,NA,8
3806,205770034,NA,4
3806,205770035,NA,8
3806,205770036,NA,18
3806,205770036,NA,17
3806,205770036,NA,16
3806,205780011,NA,15
3806,205770037,NA,8
3806,205770038,NA,8
3806,205770039,NA,18
3806,205770039,NA,17
3806,205770039,NA,16
3806,205760104,NA,7
3806,205770042,NA,7
3806,205770043,NA,8
3806,205770044,NA,8
3806,205770045,NA,8
3806,205770046,NA,8
3806,205770047,NA,8
3806,205770048,NA,8
3806,205770050,NA,7
3806,205770051,NA,7
3806,205770053,NA,15
3806,205770053,NA,7
3806,205780086,NA,15
3806,205780087,NA,4
3806,205770054,NA,15
3806,205840154,NA,7
3806,205770055,NA,15
3806,205840134,NA,8
3806,205780012,NA,15
3806,205840155,NA,15
3806,205770056,NA,4
3806,205770057,NA,8
3806,205840091,NA,8
3806,205840007,NA,7
3806,205770059,NA,7
3806,205780013,NA,7
3806,205780014,NA,7
3806,205770060,NA,7
3806,205770063,NA,15
3806,205770064,NA,8
3806,205780016,NA,8
3806,205780017,NA,8
3806,205780019,NA,8
3806,205780026,NA,7
3806,205780027,NA,7
3806,205780028,NA,7
3806,205780029,NA,7
3806,205780030,NA,7
3806,205780031,NA,8
3806,205780090,NA,8
3806,205840008,NA,8
3806,205840008,NA,7
3806,205780032,NA,8
3806,205840009,NA,8
3806,205780033,NA,8
3806,205780034,NA,8
3806,205780035,NA,8
3806,205780036,NA,7
3806,205780037,NA,8
3806,205780039,NA,7
3806,205780040,NA,7
3806,205780041,NA,7
3806,205780043,NA,8
3806,205780044,NA,8
3806,205840011,NA,8
3806,205780091,NA,8
3806,205840012,NA,8
3806,205840013,NA,8
3806,205780046,NA,8
3806,205840014,NA,8
3806,205780047,NA,8
3806,205840015,NA,8
3806,205840016,NA,8
3806,205780048,NA,8
3806,205840017,NA,8
3806,205780049,NA,8
3806,205780092,NA,8
3806,205780050,NA,8
3806,205780051,NA,3
3806,205850051,NA,8
3806,205850052,NA,8
3806,205780052,NA,3
3806,205780053,NA,8
3806,205780056,NA,7
3806,205840018,NA,7
3806,205840158,NA,3
3806,205780057,NA,7
3806,205840143,NA,3
3806,205850054,NA,3
3806,205840097,NA,8
3806,205780060,NA,8
3806,205780061,NA,7
3806,205780062,NA,7
3806,205840020,NA,7
3806,205840022,NA,3
3806,205780064,NA,7
3806,205840027,NA,7
3806,205840102,NA,15
3806,205850064,NA,7
3806,205840033,NA,3
3806,205850066,NA,7
3806,216320009,NA,7
3806,205850067,NA,7
3806,205840034,NA,7
3806,205840043,NA,3
3806,205850131,NA,3
3806,205840044,NA,3
3806,205840045,NA,3
3806,205850005,NA,7
3806,205840047,NA,7
3806,205840103,NA,7
3806,205850070,NA,3
3806,205840048,NA,3
3806,205840049,NA,3
3806,205850071,NA,3
3806,205840050,NA,3
3806,205840052,NA,3
3806,205840053,NA,3
3806,205850006,NA,7
3806,205840054,NA,3
3806,205840055,NA,3
3806,216320010,NA,3
3806,205840056,NA,3
3806,205840058,NA,7
3806,205840059,NA,7
3806,205840060,NA,3
3806,205840061,NA,3
3806,216320011,NA,7
3806,205850073,NA,3
3806,205840104,NA,3
3806,205840062,NA,3
3806,205840066,NA,3
3806,205840068,NA,3
3806,205840069,NA,7
3806,205850009,NA,3
3806,205850010,NA,3
3806,205840071,NA,7
3806,205840072,NA,7
3806,205850011,NA,7
3806,205850012,NA,7
3806,216320013,NA,7
3806,205850016,NA,3
3806,205850018,NA,3
3806,205850077,NA,3
3806,205850019,NA,3
3806,216320017,NA,3
3806,216320018,NA,3
3806,205850078,NA,3
3806,216320019,NA,15
3806,216320019,NA,5
3806,205850022,NA,5
3806,205850023,NA,15
3806,205850025,NA,3
3806,216320022,NA,15
3806,216320022,NA,3
3806,205850079,NA,3
3806,205850026,NA,3
3806,205850027,NA,7
3806,205850028,NA,3
3806,205850029,NA,3
3806,205850030,NA,3
3806,205850031,NA,3
3806,205850032,NA,3
3806,205850035,NA,3
3814,182920015,2,5
3814,182920015,4,5
3814,182920001,4,15
3814,182920001,2,15
3814,182920002,5,15
3814,182920002,2,15
3814,182920003,3,15
3814,182920003,2,15
3814,182920004,4,7
3814,182920004,2,7
3814,182920006,4,8
3814,182920006,2,8
3814,182920009,4,5
3814,182920009,2,5
3814,182920010,2,5
3814,182920010,4,5
3814,182920011,4,5
3814,182920011,2,5
3814,182920012,2,5
3814,182920012,4,5
3814,182920013,2,8
3814,182920013,4,8
3814,182920014,2,8
3814,182920014,4,8
3814,182920016,2,8
3814,182920016,4,8
3814,182920018,4,8
3814,182920018,2,8
3814,182920020,2,5
3814,182920020,4,5
3814,182920021,4,8
3814,182920021,2,8
3814,182920022,2,5
3814,182920022,4,5
3814,182920027,4,8
3814,182920027,2,8
3814,182920028,2,8
3814,182920028,4,8
3814,182920030,2,5
3814,182920030,4,5
3814,182920031,4,8
3814,182920031,2,8
3814,182920023,2,5
3814,182920023,4,5
3814,182920005,4,8
3814,182920005,2,8
3814,180970001,3,NA
3814,180970001,2,NA
3814,182920032,4,8
3814,182920032,2,8
4442,181810015,2,15
4442,181810015,2,9
4442,181810015,1,15
4442,181810015,1,9
4442,190670007,1,NA
4442,190670008,1,NA
4442,190830028,3,NA
4471,206370001,NA,1
4471,206410005,NA,5
4471,206400017,NA,5
4471,206410006,NA,5
4471,206410007,NA,5
4471,206410008,NA,5
4471,206400018,NA,5
4471,206410009,NA,5
4471,206410010,NA,5
4471,206400019,NA,5
4471,206410011,NA,5
4471,206410012,NA,5
4471,206400020,NA,5
4471,206410013,NA,5
4471,206400021,NA,5
4471,206400022,NA,5
4471,206400023,NA,5
4471,206410014,NA,5
4471,206400024,NA,5
4471,206410019,NA,5
