AWARDEENUMBER,PROJECTID,REASONFORPARTICIPATION,OUTREACHCHANNEL
4471,206400025,NA,5
4471,206410020,NA,5
4471,206400026,NA,5
4471,206410021,NA,5
4471,206410022,NA,5
4471,206400027,NA,5
4471,206400028,NA,5
4471,206400029,NA,5
4471,206410024,NA,1
4471,206410029,NA,5
4471,206410030,NA,5
4471,206410031,NA,5
4471,206410036,NA,5
4471,206410038,NA,1
4471,206370015,NA,1
4471,216880005,NA,18
4471,216880005,NA,17
4471,216880005,NA,16
4471,206410060,NA,5
4471,206370017,NA,5
4471,206370026,NA,5
4471,206370041,NA,1
4471,206370042,NA,5
4471,206370046,NA,5
4471,216880028,NA,5
4471,216880029,NA,5
4471,206370066,NA,5
4471,216880031,NA,5
4471,216880034,NA,1
4471,206330003,NA,18
4471,206330003,NA,17
4471,206330003,NA,16
4471,206330007,NA,5
4471,206330015,NA,2
4471,206330018,NA,7
4471,206330024,NA,5
4471,206520001,NA,15
4471,206520002,NA,15
4471,206520004,NA,15
4507,213770013,NA,5
4507,213770014,NA,15
4507,213620026,NA,1
4507,213770026,NA,1
4507,213770027,NA,1
4507,213770028,NA,1
4507,213770029,NA,1
4507,213770031,NA,1
4507,213770046,NA,1
4507,213770047,NA,1
4507,213720005,NA,2
4507,213720010,NA,1
4507,213720011,NA,1
4507,213620041,NA,1
4507,213620036,NA,6
4507,213620031,NA,6
4507,213620029,NA,6
4507,213620034,NA,1
4507,213620042,NA,1
4507,213620030,NA,1
4507,213620039,NA,1
4507,213620028,NA,1
4507,213770050,NA,1
