,COOL_COST_log,HEAT_COST_log,WATERHEAT_COST_log,ELECT_COST_log,TOT_COST_log
2437,5.007965065540377,3.6428355156125294,5.221814220561922,6.2424956019090825,6.784694590986638
5471,3.4910380856619447,5.168265627187763,4.007333185232471,6.3838106427229935,6.748302233091789
2103,5.357434971031125,7.233130456079539,6.032078519993237,7.362734098959763,8.18491813430104
4376,6.354230900683031,6.481362711190974,6.060873998480151,7.480710274213678,8.139449275848548
3256,5.783578998182754,6.124705272492875,5.489020367369906,6.623573739177259,7.4807553817387475
4642,0.0,5.771409969996787,5.065439086136929,6.102357232059611,6.829090787798455
3524,4.5173220954148965,5.93174108162818,4.682408966328893,5.949991298901407,6.863991461540961
5184,3.986016685336472,5.096017567038417,4.981069158494488,5.706478836203942,6.493224198860227
3758,5.9876824038125225,6.6452340021888565,6.26036509575992,7.649016204515432,8.239221156923197
12,5.952541789561519,6.18526167362696,5.1193701103930325,7.287635876877467,7.822689090656338
4209,5.749074463847908,6.993841227895267,5.958037020995463,6.69993128177576,7.863266724009573
3122,5.190175207928333,6.454679560757049,6.022599776038692,6.9069049175272985,7.707049166070861
1752,5.467131439983491,5.995705541365236,4.959973379294028,6.305636396769756,7.189710987060471
3877,5.6669109998802965,6.374479526378554,5.578823755250722,7.1490608969222045,7.787585325320166
1736,6.158566707538568,5.2417470150596435,4.43592278868141,5.974928578467883,7.035814225048169
3252,5.441681508855907,6.3215234047663165,5.322814838148424,6.536401700502742,7.425959612985951
4515,4.696654876110268,6.798453674091048,6.502730074102358,7.39229031407378,8.099681817517022
709,3.8881400649648143,6.664064573280224,6.093185949217014,7.189786414925068,7.862574176561633
5633,6.004059891677684,6.281013625618804,5.203402108751749,6.4986736390994295,7.485800202385928
3919,3.605497845174885,4.981755594545605,4.756430979828675,6.006944117956368,6.5540758440232025
4045,4.664193526437552,4.55744944977668,5.328895067012175,6.255174060168853,6.830150430646622
1162,4.569232079182462,5.894347736328255,6.974974578619936,7.555549381817842,8.142441558464018
5558,3.625673378210144,6.070229515743638,5.722178884934349,7.207096617265142,7.660053054337803
4954,5.327099167973489,6.107668558984448,4.680648647163998,6.2675230771685735,7.160177981788781
4818,6.00069679842156,2.0228711901914416,4.894850261102546,6.282453645317259,6.9819068216152225
3712,5.8130553271339425,7.706666893613884,5.833494081177857,7.541407199756207,8.472361083796121
4104,4.47026642352329,6.089430288693963,4.919177683607421,6.2804894675357055,7.087147549603515
3641,0.0,5.892582997547865,5.80124185841777,6.870053411798126,7.410982104872797
5634,5.298717286569364,6.892996908006593,5.18705055411945,7.210567314110714,7.906558282030745
2707,2.6686161318568034,4.736461571669267,5.6111919266318395,6.9158524085695925,7.24925059308568
4941,5.832087734809124,0.0,3.7612001156935615,4.662778498608405,6.190315405853148
2183,5.516769932374124,4.88778946409741,5.443196627866121,7.03336538085865,7.46365560168859
1674,5.996004227150014,0.0,4.966125954110297,7.013168793235513,7.411229950581045
2278,4.478245492414424,5.3282159168939005,6.7176474879877475,7.287841038750903,7.8557113306949855
2354,6.625047480955047,6.9043494858473045,6.288713213428975,7.843903538606199,8.483830804709825
1575,2.6823904543216326,5.945734695401808,5.431798757922517,6.577082194725262,7.200976979323193
2974,4.860432367183762,6.379003266682692,6.1221199329870295,7.195899744513758,7.826123850651258
1951,5.977035953789184,5.832791155219735,5.274024673978992,6.394292848561642,7.330536264855533
3812,4.382151626862033,6.030781409484932,4.777104649895558,6.513971675647809,7.159532933290633
1589,5.610789607807036,6.989685435072952,5.202081758667211,7.138001546183353,7.936052393735221
4590,2.7813006628418027,5.448804199821973,5.736894826106403,6.769446779846435,7.263014220862983
3800,0.0,4.687395126243762,5.869635838742847,7.585651756501461,7.795819360905742
2904,4.658331734102323,7.321585303421929,5.662335284742028,7.684020433732548,8.312925367370834
34,5.500196422557522,6.776472784261436,5.221220316163071,7.281275540507648,7.921793218694034
3431,3.3149130130651434,7.125194592019525,5.048958168415416,6.893514356691794,7.7870209654593925
1209,0.0,0.0,4.8828019225863715,5.87138512677744,6.185673501324075
3242,6.079498317941531,5.121639852139167,5.935713965336663,7.330536264855533,7.826415202104987
2899,4.517758728977122,6.160553099299448,4.311738281555703,6.207160433287036,7.032783118665421
5631,4.062165663857866,5.446176869786888,5.257911951912998,6.569733842970995,7.0835807820323895
1981,6.9967272327844015,5.4331978487418535,4.614129927359564,7.011268088682175,7.835535750271263
2852,0.0,6.591948042804508,6.117854877935304,7.415072756392241,7.952235159070139
2645,4.521571162111778,6.725249705258106,5.004147627960702,5.775482788821392,7.239566670721155
2511,0.0,7.541937709376178,6.313167539110816,7.850060675979236,8.5174251645084
1282,4.87816999965373,7.632027994981004,5.155370357228104,7.361172104623472,8.278595842921497
5055,0.0,5.343816406619255,5.190565104053807,7.21113598060315,7.462392982504658
1793,4.4868369990262265,7.379083031190004,5.663134076178392,6.780183236959091,7.957261353542295
436,4.255187087338931,6.364974483974595,4.956671771152826,6.631395533060602,7.345532676557548
3290,6.100049857521423,6.352176332028964,6.437015378755432,7.537856157824447,8.165920770391395
1942,4.912360724827916,5.877147373407264,5.116615617633488,6.156555166973575,7.0284850797694505
2070,5.8399728291064665,5.938854596835685,5.422480009168459,6.25151845244229,7.289958583737357
85,0.0,5.958579719772207,4.541591204345219,6.26530121273771,6.912643313054912
1043,4.163559631243574,4.552823705615881,5.508861882285732,6.6554918290940766,7.073362933453947
4382,6.846858120030831,5.895036242434963,5.601269752035662,6.803727208558088,7.813235790404009
2727,4.88507207112091,0.0,4.7535901911063645,6.585481761760738,6.878120473852446
4679,5.144758178421734,6.576915152212553,5.506793880818843,7.0144369215673485,7.716812631372267
5534,3.0978374964911444,3.6747805297344343,5.072357352724253,6.22100757800276,6.581124456391781
3171,5.006292544662119,6.167642269141448,6.1774875783187495,6.866849947656133,7.632938772741536
1532,0.0,5.415922608622299,6.413131034554154,7.0834214041092505,7.613226209230914
4637,6.355100208942307,5.2916954902391495,4.086648355587632,6.802105832698988,7.456096316550788
818,6.488809716460095,5.875969516969558,5.999680701879322,7.489859160748757,8.072220849111558
2277,5.4207562137406144,7.497645285864372,6.182745845273407,7.86250104633784,8.538792243390638
656,6.2244792182174535,7.5992961701497475,5.4910429466407145,6.2064952783116425,8.082470215781136
2563,0.0,0.0,4.441827387791918,5.5652098247922615,5.843863206792214
4435,7.152644666378009,6.511433245290253,0.0,7.785076466157572,8.378556216028366
2823,5.223378279883543,6.699586543342629,5.178012403504388,7.1143384611958895,7.783819672231169
5138,4.232511029605105,7.3236458525738835,5.482761668722969,7.4703950614623,8.182397149195946
5018,4.429148741742616,5.901594542678938,5.2184621412985726,6.914214374042874,7.400993140825747
2378,0.0,6.406186676478822,5.680309118470559,7.630951432892274,7.99214355093046
3407,6.156682331418568,7.288135030719521,6.1941400497823285,7.990302546792776,8.589283128706644
5252,4.168988105217867,6.163104255555076,6.598413656219303,7.0795044781710565,7.807046331628367
1757,4.735320870453137,6.431153932588066,4.634243433473799,6.584846639478352,7.351658742999898
3432,5.604404030675921,6.6076766861938045,5.3702658658606195,7.58112823184263,8.066251523084183
3574,4.590158065867588,5.986703230006271,5.404972044416577,6.617630224879216,7.289125762336226
3365,4.4594505316386845,6.6365893936414695,5.880812277004387,6.168689806477188,7.427495053387592
696,5.5683063350937525,6.046544413374938,6.0108994597465895,6.6232946786791205,7.5185583556867135
4086,5.6120326160466325,6.525308211419178,5.873356458627652,7.002683567693522,7.786514430314951
4066,5.295312857527739,5.712907382433202,6.537387007911402,7.280421675338916,7.87899999672933
3620,2.6912430827858294,5.5627947813552225,5.618442427489184,6.67375298433305,7.1997679607943645
1166,4.767714115173372,6.247655952468393,5.364058289510712,6.524677689751602,7.330929320871076
1769,6.366693790486183,6.401087665364809,5.76569254444008,7.434026995288978,8.068841458905599
1395,4.804840381116659,6.944386102803923,4.684073783583556,6.042419034106791,7.429835333388455
3660,6.029987901778734,7.6294559022100765,5.692316996546923,7.793599174429081,8.554922408226245
4832,4.513712575499255,5.000517615907969,5.810601925550271,6.7648544153441295,7.270598162015847
2907,6.046520752856059,6.174369267162517,5.502889532276812,7.2672253130145545,7.854726513853342
4638,4.891025591098464,5.248338996741795,5.946467181177247,7.4352020037643625,7.78211506834711
5062,5.2936565216658416,6.5630794850102365,4.2266877492098125,6.303936788366983,7.326287966483017
3072,4.623795650111256,6.742220040288241,6.404136953465499,7.751600041425966,8.262546073030652
3676,6.564278568208041,6.8246453722591305,5.832849751258659,7.657835570225402,8.315089247121277
5604,5.799183559419454,6.4643390514454016,6.064691774376912,7.905445336369122,8.321487262191951
3810,4.534640419797563,5.919807415343751,5.0993785039306445,7.120420119875277,7.530168788027309
551,0.0,6.511448108658739,6.800136660171771,7.742089472977482,8.261539361536233
580,5.095895138047079,6.2639504910378045,5.489433471023487,7.2740428730039275,7.770700084945519
5208,4.00369019395397,6.207099982931871,6.69370773329316,7.609639182984465,8.123534117021707
2175,5.074798744903744,7.06978058666871,7.492158448536369,8.367864533598109,8.913709040764655
134,4.6613614656378335,5.228323994727502,5.683341643751415,8.137977532180189,8.295343802312741
3675,0.0,4.358502089626924,4.356708826689592,5.626937426792593,6.0683098408048926
4242,4.503580330226458,6.460624070196332,4.688039663810387,6.188325722827997,7.187256479165143
118,6.5478465405330075,5.407395961574273,5.412493906610309,6.511046720146441,7.503570737798038
371,4.620058798481842,7.634738509072545,6.300565586933062,7.859366821573889,8.57585636143142
3948,6.22317132908268,6.666816833526001,6.396196052862395,7.571334607259589,8.250223136561472
3570,0.0,5.643182852527271,5.731786671065798,6.347879457240856,7.056313205623282
126,4.696107180980194,5.853781691932408,6.671906355170371,7.2650940025704065,7.891513986947676
2522,4.996401134068432,5.912177803621503,4.764734755659429,6.1530943314333175,7.004754939900089
1191,6.316623023828923,7.163489923696535,5.717586755632597,7.226783390567171,8.166804163929628
593,6.469823795736139,6.50121459264704,5.501462271355556,6.895439753259487,7.840364142971739
4518,3.9205862360886337,4.152456225279317,4.799173247555884,6.272235291256986,6.636064658948403
3525,6.3003453307007575,3.670206188848315,5.390075791787576,6.699906661542849,7.385584458580418
1006,5.123309003048306,6.6565722706366826,6.282266746896006,7.504110682714738,8.099633234619409
3047,5.8355122453340975,0.0,5.348011883571887,6.2020090628456765,6.950977590435406
4519,4.266756065129537,6.032750434013526,4.815674193755838,6.247481788695952,7.025796059197315
5068,4.168369197570073,7.058895718292518,6.3230498621558,7.338667186754807,8.107930883059687
3125,0.0,5.039870419364591,5.057773300553659,6.300712397474324,6.750692028402277
2812,5.861697489048916,6.756397362425295,5.290083561620934,6.2943245990498395,7.574409602483598
2165,4.297421451385996,4.344584339198011,4.030339232246188,4.991520430236573,5.860814713088522
2944,4.6579523714270605,8.281144222277081,6.086842906406214,7.630480679070837,8.787403517955978
3464,5.492238059185342,4.792064604627179,5.6627173950376015,6.934251142786103,7.423646053187815
2477,0.0,5.8822075611710325,6.4201740651956065,7.441760175695532,7.892250304831045
3684,0.0,5.056245805348309,4.772716457199892,5.997322356592143,6.515586383166313
571,2.466403178223441,5.9538665166926625,6.421638527836923,6.887552571664617,7.595402361696485
5140,0.0,7.442820729919823,6.105774893285393,7.500949518783071,8.284948348712824
4044,5.166669912482037,6.59898575419987,5.781761515972789,7.071615808132508,7.786991908904956
4684,5.807932257672971,8.166295810883117,6.0299397901597676,7.262284923410548,8.646713299585686
1618,6.349575958832675,5.8472765742949315,4.869225327808715,5.6365737249627506,7.190118229956317
3199,6.3674836799427315,0.0,6.421378335618456,7.3574158849440785,7.9241519453511655
1791,0.0,7.134101695642729,6.012418472190768,6.569733842970995,7.772188346715772
4635,7.089501670400194,0.0,6.318625712791575,7.145921423962003,8.013356421947806
3339,4.297421451385996,6.685298991448064,5.288620503569173,7.153215940687377,7.761038051145098
5065,5.5719258692684575,5.051969157589234,5.7131055461170535,6.556593680015544,7.260487460438098
3806,0.0,5.610935924289849,4.962914557884844,6.950000260575884,7.284519083758124
5166,0.0,6.190909491644313,6.279515301588192,7.413958234662683,7.893124212035894
3241,4.048475128563647,7.2258380322059725,6.008395407767964,7.483328776969812,8.192509594921832
88,5.112951179567856,6.666931346812849,4.635117262356044,6.294047547248617,7.373700684767019
920,3.985087576285151,5.2717680313145,5.670708166926771,6.422597401964724,7.048725187124959
751,0.0,0.0,4.437934266612177,5.727466448660352,5.968170331304901
4309,0.0,4.265773677849632,4.234975691961846,6.3036989784126,6.52922903922963
5245,5.049214776063732,7.670092644894706,6.689338041032015,8.395048156056736,8.925995391899393
5591,0.0,6.990274916530566,5.788307429725889,7.331819676286428,7.98570216827325
2268,5.846929983874687,7.661362361910662,6.1056410871702536,8.253094824261412,8.8181403917358
3546,6.534892879417986,5.995879785581392,5.038898759369115,7.200559212281919,7.85632344436578
316,3.9497040723958343,6.2195558381461264,5.643926307502835,6.6215521124097565,7.3683901582237725
4975,0.0,5.550087246650571,4.612642200826793,5.678533040402749,6.474708263287897
3132,6.885161961329392,5.389802056670215,5.000921601908617,6.499741926856286,7.6045657415238175
479,5.517854422268134,7.539670465812665,7.10931557862912,8.28982322136355,8.900242260240072
3323,6.7323775578625895,6.114699361442611,5.544552249085643,7.11133265504318,7.926682018410267
3650,5.0967518263873215,6.3222779455203675,5.2736147539076645,6.6524758576378575,7.430795993827387
3145,4.460491174618649,6.815793487064996,5.241958632878652,6.507352336466237,7.525510586617306
3797,4.375505417683616,4.312542571143297,5.40560103176771,6.455261454444196,6.917507570424816
5409,3.5339784928959737,5.733211818680204,6.227010865139233,7.219920185924843,7.7020320373920885
2752,4.6406338502636615,4.714293613006445,5.015556498415324,7.003356325571526,7.288381097076657
3360,6.725345718315955,6.294361533491212,6.5365031740436015,7.978475508952981,8.513008447576897
2808,5.473446452760488,5.904625882475441,5.50496561533305,6.820671172075024,7.475633977706797
3029,0.0,5.29836736529808,4.844108343200942,5.332718793265369,6.2766434893416445
775,4.522657764413627,6.062994198246902,4.567883601202076,6.049544758184505,6.946013991099227
5046,5.330494098243258,5.926952692281527,5.220950242971594,6.9530918673704285,7.501104223463197
4920,4.281100716083921,6.0835650359062665,4.237867538974276,6.134525389948634,6.945715582768532
1576,5.064618301294312,0.0,5.135798437050261,6.1457509320126045,6.675886271349569
4597,4.712857991405009,4.877865516131549,3.8584112359794966,6.233508357922673,6.680415435536518
1737,5.141546590598088,4.766268106330419,4.990908663912222,6.754534166972811,7.162761772084893
1351,6.5004484759946015,5.988986479232443,5.660735785113835,6.68257214914099,7.671910632277948
3371,6.0048742340178975,7.849105385449549,5.374305712547375,6.587550014824796,8.270686331096027
2164,5.840583516148348,7.210449109054355,6.427539684659985,7.139113001430709,8.181283996257427
4990,4.820362207514682,3.9558484849681763,5.216944608082299,6.680754297340622,7.051457275227702
202,3.868906714354518,6.757048661557434,5.2802043111211105,6.570980996749741,7.504099666344412
1360,5.4076201014384875,5.633681846976713,6.1768231540594325,7.199969565418513,7.749598288686378
1854,5.7568808056512175,7.5847121001433555,5.648868598778746,6.827640068680347,8.157146856434323
5099,6.692096149377552,5.572192054268603,6.197970457269168,7.308723625127276,8.023237795086317
1413,0.0,6.6904322554828575,4.898511216291551,7.122059881629143,7.6851333077753425
2573,3.873074255289571,7.3431415832061795,6.090540355298669,7.131754464137287,8.096628658594987
4007,5.236548340150406,6.45830693489105,5.6625089893404255,7.187936792437836,7.797389871808937
3441,4.146620706787472,4.855928904335276,4.944281793546233,7.423580384486389,7.602955350917902
877,4.6416949606704625,6.589861391122117,5.672395001414569,7.3356013868718675,7.883476508225129
2820,5.997322356592143,0.0,5.292953004048887,6.325397849074903,7.054328752724002
3017,4.546056921495585,6.4655846918655575,4.993285655761143,6.99154480471182,7.585138864362603
5049,5.1173948306677906,6.011536745909638,5.749265589258612,6.717332999754273,7.4457562843737195
2444,5.345296367742031,6.5597568705223015,6.193629580036994,7.600207217917623,8.131810083340763
3594,3.754198920234579,5.303155643188286,5.142306624543879,6.4357015497166845,6.942639680835639
4767,4.627811916468916,0.0,6.470923335124472,7.4797907650426465,7.83131552380329
1867,4.799502655448181,3.349904087274605,4.78038320354475,5.918006363795757,6.4579777167810795
3066,0.0,5.849987384583407,6.058141405372263,7.271008538280992,7.70111424319838
1469,5.8400600929487485,6.199433545051246,5.859703015925728,7.330994815189466,7.9049953843072425
653,5.166099396720329,6.190192447474402,5.7188352772824915,7.5572535564115215,7.965302488031647
423,5.113191882421347,7.12632036510218,4.09016919081162,7.378727189292421,8.029038626081098
2753,4.185098925490565,5.6415878710630825,5.73162459388429,6.243584206658706,7.0628597894825385
5564,5.103822008822373,6.087751522419477,5.002871903478423,7.15445909470536,7.616145688954776
2763,4.5801600229839226,6.076196244267651,5.254365479018853,6.431250563394044,7.2021025893026795
983,6.282715244436788,5.8677703247616515,5.5046809178222285,7.220929644194853,7.823765971648974
1766,4.994573660548905,4.588634217347992,4.228875455179707,5.781792348291228,6.4551199438974916
5587,4.169142772297287,3.900557527318868,4.8238236720294365,7.0650495838668945,7.248411607213905
2722,4.58404868936598,6.364681907666026,5.8906492418691645,6.669460018067168,7.509598245133183
132,5.146039931102459,6.658806621485975,6.0713841702838565,7.6830583175553135,8.175519450395559
