,COOL_COST_log,HEAT_COST_log,WATERHEAT_COST_log,ELECT_COST_log,TOT_COST_log
2846,4.8084375072975085,5.7504115752502045,5.2451802681349085,7.10564666118342,7.518791781758207
2324,5.783794412625586,6.854154060226933,5.691068662236125,7.620249100539367,8.190099240873655
4692,5.249652194566756,7.2445845947001635,5.9826255984407775,7.794411205726602,8.391965513046532
862,5.26129024571096,6.240412288103725,5.306831022313242,6.503599313572601,7.3601357790991075
4249,4.216414691442873,4.2937417198063095,5.397664840048735,6.869201543349888,7.186220001884307
5565,4.32055008757213,7.2168269541123875,6.038872804502972,6.7859039791498,7.9153810274308
5420,4.841664221670439,5.778426017651968,4.751605464217636,6.948868431111902,7.3806734069473645
5179,6.388141149183067,4.904607889450727,6.20800635478763,7.018938807942753,7.758320652372488
5327,5.044907888038352,6.32932867174634,5.698434868329606,7.316395341583946,7.8304971573916795
1321,5.822069087200161,4.397038392294319,5.5765928353002465,6.770823826986913,7.347351245806447
3496,6.3886454356284474,6.323229292286189,5.386145076913557,7.4577304595237015,8.039476694329045
2510,4.428313668625195,7.277240815757568,6.030468890701213,7.023696619759148,8.028331256861932
1144,0.0,5.3908509679509695,4.553982149218658,6.0030224959417104,6.575145573175222
2800,5.156062318967165,6.492512525109876,4.827753580443738,6.52138666656496,7.399465359355732
5022,6.040754586319065,5.319932076520446,5.051713255854102,7.360237551853357,7.762204649111961
2954,5.383944452515474,6.3080437952077055,5.1418389797116,7.127452899892048,7.687346175442638
133,6.076127334986691,6.703323073458476,5.526050370196054,7.183832778075782,7.94326801070693
4794,4.8212488395801785,6.291458022273912,6.299427073854908,7.261842878630531,7.8748151679078635
989,5.760225818079412,4.931375613110624,5.008766883036229,6.730862957183068,7.272801089254628
4272,4.20200243692861,6.246939751785455,6.074932152349246,7.277392843952183,7.808843028953657
3938,0.0,0.0,4.599152113662528,6.27055355470424,6.441217636259576
265,4.931303444814125,6.050723530982904,4.742320024135325,6.354230900683032,7.130578779085423
256,7.3750928574707535,0.0,5.8330841010854355,7.222755781837928,8.103315799054602
71,4.324529928325356,4.01349597435878,4.748750914465616,5.640665165340723,6.263322069212792
4055,0.0,5.954826496010079,4.627127353340134,6.258797217809672,6.91614002851653
5569,6.95038364103776,5.9590963020752525,5.461243713040235,6.864398825432218,7.871223446706788
3484,3.1250046092581303,6.682659823942683,5.314633531032973,6.354404822801144,7.375575275837067
2445,5.350055561952452,6.502909978753379,4.610655116218661,7.021771228069277,7.647795587380141
252,5.993487499559207,6.505544868594469,5.616261877126705,6.634909272487568,7.650987023709503
5395,7.4098388016912855,4.893801807475461,5.269609202411293,7.368983012455763,8.178352552342817
1119,4.894850261102546,6.8854380928311025,6.2503612681280085,7.685579029656867,8.243666457752635
1092,6.0563858074915435,6.414867800347159,5.1342089391734405,7.36468000097933,7.931511110323168
4573,3.6788291182604342,4.6245805795079145,5.261808971731512,6.171784101231264,6.697564971005466
4632,6.311117558801999,4.313480092138772,6.719447842503384,7.7436295666853034,8.23152242825849
4297,5.276122881038269,6.284283403664916,5.428380250846205,6.791210226708006,7.521025571453053
4410,4.6287890515867245,5.530737754642455,6.397179623971354,7.31828752742332,7.807709290360083
4103,5.798516731072727,6.827239125917683,4.816645932434619,6.941770157569414,7.786385679673615
4021,4.450385972187225,3.4818552846796096,4.8955984841078966,5.737668470655337,6.326542955659147
3,6.1572543713922165,6.762105034532924,4.75030895165433,6.736955095535293,7.737267334062599
92,5.678909012380178,6.5865164230015125,6.492527672379202,7.4531214502225005,8.13162188291852
1958,7.04519278281153,0.0,4.722953221644475,7.383163029624129,7.960847052348437
3628,3.4131259525274293,6.430863984132426,5.036108090069287,6.224835618577628,7.175550920626322
2922,6.7552099765134646,4.744323247380668,6.185220481527599,7.412932983235526,8.043422475601258
1849,5.548570120340863,6.9547629029894695,5.268888555857225,7.5385641827573355,8.124248376304473
1899,5.323107535355256,5.986979504323307,5.195065736737561,7.048612273742433,7.56624372472386
1852,4.103469469999101,6.53119827602118,5.512864070636729,7.102326501330007,7.699126571537477
2480,4.9404273990527585,4.497696327682858,6.157402624651412,7.858733387024348,8.097754911670451
665,0.0,4.9216583502815405,5.1465638113205,7.091384313987143,7.318963861717367
2686,4.408790271943096,5.116315758565002,3.828641396489095,6.43587789535459,6.819710641089543
3259,3.4827773686545784,5.0606944939689935,4.9427846271880815,6.108980880535821,6.655813511107747
1457,5.8210616797075545,7.67545319080638,6.658421744577687,7.938120846295465,8.711202842205381
587,5.142306624543879,6.423685179191322,5.614951260949585,7.221317064020244,7.794481248596988
4388,4.731274062783816,4.811940423184357,5.858018865095914,6.895237254423164,7.359467638255621
2575,6.707082361295295,6.255231673258563,5.437470427940613,6.2522891653898816,7.642509745640178
1213,5.917791095920965,7.115370893478347,5.759217181544303,7.663665968777693,8.305479074561742
1227,6.834453135907087,0.0,6.019055394779095,7.649178205706973,8.14247937813112
5293,3.7138159394039683,4.0963425648847736,4.561427263040173,6.171366512383169,6.51128459945355
946,6.257859140416508,6.118691734925652,5.3165010369816645,6.702562150495889,7.596658466530331
3370,5.210414683372125,4.462799844696365,6.206192788820845,7.245940333607025,7.6802264474599795
4043,4.534103737554231,5.5213809146620765,5.120087427657335,6.611852845083502,7.131962264649544
4184,0.0,0.0,4.879539029377747,6.83154355703625,6.963369723737233
4810,5.709366852950102,4.5208098373700185,5.18850250054083,6.576441713507059,7.160667319289953
2654,3.481240089335692,6.847081280946718,5.667671587643842,7.383368146992383,7.961715330440262
3018,5.82070588167848,5.205708534815374,4.749357106300589,6.26252168803619,7.053214007293304
3473,5.49017662782248,6.621032746025056,4.7112404497151585,6.664064573280224,7.541651269136793
5212,4.016743316198549,5.964221810714108,5.385366242834558,7.088058132899171,7.527008310680378
3034,6.249280019953471,7.000297996529306,5.473824088346637,7.055053966003016,8.009253399628705
3183,5.964221810714108,6.962158233361429,0.0,8.421963408380005,8.697676392803219
2669,6.845858598441954,5.992014395913419,4.247065649239763,6.993731119989407,7.8227972314557634
2552,5.848517537788049,6.6551185482731565,4.79214755431824,6.465600252556142,7.540982589329888
2296,5.2562967372854255,6.366556354694249,5.705347915380907,6.997769642490907,7.680397324869709
430,5.6724293969981785,6.188859428399415,5.366162913443104,7.153255057125282,7.7263582067421135
1556,3.0209125720842893,4.111529386976201,5.2493896929246135,6.648906826797152,6.947879430066291
827,5.803929423261139,6.058445395833979,5.1482500052834155,7.226441710296608,7.742297849723392
2489,5.722538803138645,7.593439682160716,5.886159585462559,7.805486850135008,8.537360458105745
4913,6.118097198041347,6.876326529478478,5.097424424168646,6.9375082371314845,7.868583334984022
396,4.927615938376164,6.202839114822193,5.870426218730925,7.267944042220666,7.790365124487404
2055,6.14467907459563,6.352437740324067,5.726619708558959,6.509022458087353,7.6084836495623955
1695,4.85257698943798,7.208333833168937,5.64960784020993,7.513954716891383,8.186837411080727
3897,5.293907658059337,6.695378556778821,6.175576167448432,7.211246722165678,7.951636792943742
756,4.420165031564935,6.850327417079614,5.033635418325316,7.278477101946035,7.873434091476147
3982,4.302577500800556,0.0,5.5350481913707625,6.296224951094514,6.765995842944175
2403,3.9491260933796477,5.513428746164983,6.300216825491528,6.805844362166328,7.464332168425021
4423,0.0,0.0,4.841664221670439,5.818330654173021,6.135759677304477
1420,4.149621577711939,6.715904462672036,5.097913302203317,6.7306122902286125,7.542838930326416
1621,4.666829566374818,5.7523503919083945,5.579729825986222,6.645273007552098,7.280993294793673
5213,6.025648558888053,6.190253928553621,5.122295922302562,6.955506808719424,7.657051197163839
1509,5.895063772821628,7.219912867289767,6.002725899385,7.2053753059728765,8.154152313562847
4123,5.994858780175997,6.05246556866538,6.139970755407206,7.581495354016853,8.086139469428407
1636,5.181502611956201,5.5619884690383135,6.064807941332193,7.12530722637634,7.653855375994755
4176,0.0,7.091434247409259,4.327834405590455,6.750692028402277,7.663905427320817
5418,2.3776925654808507,0.0,4.619566066271823,5.399474058507774,5.8036881396310624
5334,6.78975972074443,5.458947012473004,6.120165542123716,6.954390742498123,7.872161661878583
5608,7.453538696403799,5.581275800163405,5.4494921943451535,7.227677022951427,8.188141752441254
1732,5.831823824537086,4.407938016458383,5.567351644627335,6.129616498490725,7.039730461339352
4417,0.0,4.78038320354475,5.56761904984333,6.6933112766194425,7.078299420152955
2747,4.2571717775282565,4.5112989703780215,5.855358414110991,6.72670091895511,7.2020206339980755
2319,0.0,6.480581227711758,5.204281374621441,6.868151292388974,7.4919633260406355
1794,5.823667004330126,7.309473375803367,6.506187566152668,7.2978766043556265,8.288039113019629
5136,6.426731146452936,6.228688502630197,4.322011202263895,6.4874556819155185,7.525332650194059
3286,3.755836922238817,5.583421117985016,4.832066686171609,5.767289213689637,6.6212591696646514
2386,3.0223742045004123,7.322867041475401,6.046591732733295,7.808749615230299,8.393170730969835
2317,5.807030761127753,6.377203025032113,6.425662874039018,7.528261871791535,8.13013856554926
4292,0.0,6.538284531097347,5.435249221043182,7.518889478821403,7.923337346242727
2194,3.8223170923436536,7.412160334945206,5.439556478240762,6.529477230717937,7.8686713235838175
1665,5.2786247332023,5.307772525318792,6.642734489073435,7.652298748625497,8.091832471688987
5206,4.576462021851348,6.428331418355678,5.439860330657639,7.084117447174615,7.666966379167595
124,0.0,6.903034151979601,6.315321834503036,7.3969486026210145,8.063777616494116
3731,0.0,4.498586700585308,5.238514282177283,6.067105272566397,6.5620344052631
4448,4.6890516699687925,4.603368564041463,5.7320135349970265,6.8893366934581195,7.310489996296903
3357,6.441361127726066,5.755583973219464,5.566778392552706,6.600251379049853,7.568936963535032
3925,4.478926459413841,5.1460981535705255,4.921366826338073,7.090993082560445,7.374748130381504
4497,3.0204248861443626,4.144086654116915,5.599273448230356,6.597391237906655,6.9883855063398705
2771,6.109203137332237,6.7056635743645385,5.0811558869113735,6.906634651313434,7.793108338410014
1640,3.5771095532709265,5.9052255989910725,5.814130531825067,7.096448162366687,7.571674452581745
2667,4.694828057918627,6.134655386698897,6.811673801804452,7.838090917776878,8.296972863318725
2644,5.275048739608684,5.816694406466862,5.244072351695642,7.3011815434785445,7.69609899652567
4,4.143928062410929,4.232220669556607,5.3993384806067635,6.2538672723743085,6.768723070286581
2845,5.4406412417602334,5.713897808397294,5.507727038407603,6.708755409135369,7.37574438042866
502,5.428643628223611,6.2328801432096395,5.417521614026513,6.925182538304664,7.589315590290163
4884,4.708358343784259,5.735151934402259,5.044392390894388,6.8859083635521285,7.3466358206297055
3195,4.241758314110927,6.278990357351461,5.093197901078078,7.459108453924196,7.823361776821566
980,4.843635753400086,6.1075795256636685,4.990772665000004,6.710681440400978,7.340420422572506
4949,6.776290321238202,6.122755932789158,5.6654227241015676,7.200566673938331,7.992549198907951
2671,4.5782100044053085,6.781330006544365,5.638817195803843,7.026915144151396,7.776224577315793
4490,4.447228997919515,6.444894081732664,6.072422220687907,7.5136601467979345,7.999178454457767
4618,3.3672958299864737,5.2279485488811535,4.516448255927287,5.982045325191491,6.551323162701241
3985,4.903050083416319,5.220355825078324,5.7189666099812415,7.225117505535327,7.598294060625514
4834,5.573028174718653,6.3795969750875345,4.841585279495541,6.632238903429228,7.459206397963659
1500,6.275853703858969,7.291186071429071,5.779848053257003,7.629208049656778,8.384123406520187
3388,3.651696662986221,4.123417809707808,5.133029902309862,5.771939441316484,6.376726947898628
5237,4.242189689486082,4.850388291620612,6.5267144547844955,7.02426639498044,7.601437316480606
5228,5.943743810896571,8.241144521107039,6.727491603297628,7.512317117245956,8.830212546662672
3217,5.191233143938363,5.716402506012304,5.3899389335952606,6.872811805383934,7.417790590533683
4329,3.710885534376551,5.8151449425096615,5.396215104824496,7.2012752775341236,7.567831597231193
4842,4.8517177150813176,5.63867490275106,6.813092889316469,7.930979289074434,8.318225045793236
3447,3.4249139082794717,5.427809361780791,6.137878230563463,7.570139082091039,7.885272804272188
680,0.0,5.194899407349547,4.343805421853683,5.945420608606575,6.4573189552289305
4422,3.9049983904911816,6.511908763539796,5.630530546248866,6.458259910367754,7.400327315070347
2081,5.540243417161614,4.354012888218683,5.591732970847578,7.268989812176887,7.617184189866361
4217,0.0,3.1962211343033946,4.784570814354383,5.8071510076332356,6.162809413188303
2698,3.683866912290392,3.6661224669913195,4.790487251761845,5.983986657252022,6.3856664629374364
2287,6.434129096205252,6.8046921223729955,6.3575822673732985,7.715752308721024,8.376106471911234
5139,5.8981149441162914,7.0939775514165735,5.7003766815213694,7.7041762996059076,8.314491768755971
5002,3.654805473780185,4.694462293466853,4.900299459074922,6.467201708201477,6.827640068680347
384,0.0,6.459278280280683,5.412449300592949,5.941170753053515,7.123801705177712
329,5.835921231346632,5.349295611312666,5.566472523691593,6.202292572699543,7.174134549438159
4992,5.615206237547758,5.481388642232537,5.5228998820565005,6.838158653844053,7.435367220848186
4399,5.228860101532816,6.590836619038731,5.89175470295897,7.155786545804125,7.846007091329224
3006,5.500768294637156,5.946519481064812,4.770684624465665,6.356315972330849,7.1841893289430585
2934,5.347536010335536,6.0478448805440905,5.5760627330538295,6.978381482522432,7.584518980291557
262,6.993749472148997,4.9502481440811605,5.784194344950062,7.248418720221817,7.992610031914607
3523,6.882765622278532,4.865917759699667,6.50121459264704,7.256826386894138,8.06646185278461
2436,6.6953043572066715,5.1375615876686425,4.9747317397499025,6.413590096109254,7.456275451905363
1727,6.4572561933943815,6.183323808382426,6.5648987057857005,8.080667664204038,8.529129667388606
5685,4.350019838538795,6.598372779551017,4.9154451070925065,6.971865583448036,7.606372471710111
2716,6.579501180765308,5.611447863453405,6.006427048497495,7.062362997208576,7.849304317070388
2554,3.3087165288679903,0.0,4.297557478047431,5.2533200006172995,5.6701222731635665
1691,6.415276975700872,7.194526937132556,6.353378244782416,8.22689436491462,8.741114040556205
1384,6.169736247626654,6.38130827431319,6.121044392643876,7.458768456053112,8.088288510335556
5429,6.381985207830324,7.526049594640014,6.396962987993938,7.576543166394613,8.516342829961399
4453,0.0,4.7028412131615385,6.006968733643948,6.870074180014447,7.298127053642646
5187,4.767544104972349,6.426051468788165,5.042650623528266,7.307517489773298,7.774313602914589
1986,4.7511734801079335,6.62273632394984,6.717248312944193,7.304704227321961,8.06417725084974
3075,0.0,3.865769620910684,4.9877759999501725,6.8160784904102325,7.0073743440108505
2998,4.058890081237698,3.4339872044851463,5.760887183350349,6.453766721133086,6.945657816030606
2282,6.160911919418331,7.137055836970086,5.193623295433371,7.514886950148032,8.227872443735947
2349,4.975146276165952,7.064750480746728,7.1040619203427555,7.985858691018707,8.606624305146848
114,3.799525974201,6.703556143668865,4.289362949810462,5.810811597414572,7.1418704216636435
95,0.0,5.485792288582786,5.6953469958351,6.50878403999029,7.096497843578918
399,6.186620061882023,6.2437396249284385,5.416233726649654,7.697938422053678,8.139385078260021
73,5.542360981969988,5.6217767303753385,6.219396615153989,7.838591707418237,8.179673606517246
761,7.4802365223154474,0.0,5.795419249094218,7.255096801739793,8.164723677960017
2622,5.473278568935699,6.7583964332909385,6.266688083287628,7.443300832038566,8.111210949617492
2933,0.0,5.915689802044341,5.533073233190413,6.387636608304554,7.103470077887088
4363,6.14106919508732,5.179252259389097,5.1183530293277615,6.6853864275104975,7.3819874553078355
1436,4.372985890021733,5.793348918015244,4.213755901102586,6.3893342160943165,6.97303727367474
634,3.1192764596454468,2.5486636155907507,4.897839799950911,6.143928090234451,6.449363965064567
2148,5.397981689660982,7.270479886747416,6.4688626447614554,7.090535064106787,8.160661094417252
4152,6.402132762214327,7.63388742461391,6.8363774228217755,7.337860965806608,8.543977273894482
5118,4.977629892482272,5.969857793353922,5.202907181743378,7.052245157467084,7.53413746164362
3229,5.597013560262918,7.40474157955776,5.996352581180758,7.802331957949537,8.467717192115648
5463,5.081963215009874,6.564771890745266,4.500365071621965,6.6002105774341056,7.4342810085521975
5078,4.86545536758292,5.708006872642637,4.889446465305039,7.0232334382282495,7.428505490695692
52,5.214555250442706,4.8696859804080335,4.989071116180416,5.825764091330264,6.680766845572891
278,3.312730400339825,6.679749928251018,4.4323632215627216,6.278239958666965,7.270702510930888
918,5.760288824096508,7.7188188196437,5.1756976530001255,8.021745387227885,8.663568003103201
363,0.0,5.857418736478918,5.391443344537519,7.173958319756794,7.534944264477532
2023,0.0,7.9597091297370195,6.283592969877143,8.084842893776681,8.80114732372599
5043,5.3958976948869015,5.998241531387006,5.755362394629381,6.508992658933645,7.3822799230217955
342,5.458308102856978,5.988359732154503,6.605000177032835,7.543109138308731,8.088540312874564
1114,7.077970515781044,6.3253620433567255,6.189331315237398,7.6961217261230175,8.395802656552233
5350,5.03935231819375,4.885903169351665,5.058472623510416,6.419441028844903,6.9610969739639605
7,4.4499189007168,6.242125984458932,4.905052531521192,7.4106797708518695,7.776992138459519
1583,5.336527954311789,7.074413131309483,5.719819852353826,7.245476735003782,8.036812708369354
1860,7.009399899244168,5.323790162521068,5.2348982186783815,7.0535943701986765,7.883774231024791
2866,4.8364406245139095,6.8316838420308414,5.388386563636904,7.3723882620916275,7.9585943861785635
319,4.8955984841078966,7.566668093869278,5.813473599674474,7.0899684965742775,8.188144531736064
3338,5.426402706311254,7.473869903657389,6.107111970633943,7.156285835886427,8.220650647332247
3433,3.8611506750543896,6.425792422401223,5.7984864101254985,7.105564611920997,7.701028298153398
5526,5.745148321262097,6.281855447370682,5.887630643362769,7.273210562670604,7.880868590532483
904,4.761062205945065,4.321745703788952,5.038055889672248,6.2969067211433085,6.786999077846337
3386,5.231482878360813,6.337002706635798,4.6981139316308305,7.097317227431586,7.634158302792943
2199,7.281839793060036,5.832468815617523,5.845137350537404,6.998107735012687,8.080847137419687
934,6.647610549523446,5.895586706214584,4.8920769579721215,6.706935683546046,7.641401201821961
1720,0.0,6.747739097349466,4.527532916260939,6.382881439490088,7.33582301229973
5538,3.6831128592196,5.82070588167848,5.608665609498728,6.303040132467205,7.084218039833112
4886,0.0,3.5097527882165007,5.535166564918359,6.320138599631656,6.734044542436077
4259,0.0,0.0,6.841647527246013,7.091742115095153,7.667172293592159
1133,4.446174454497633,3.688879454113936,5.0825217528963655,6.223191158352666,6.6692315568791924
5650,4.365388993520859,4.355425952876702,5.698166735870565,6.517095036018647,7.028653457538666
381,3.054472768576592,5.897703167293508,6.279346599562429,7.4090698154134,7.850391890194081
2902,5.762931498509334,5.796726220298939,5.76472077276128,6.110846304128063,7.254227350181683
2642,4.430340494952432,6.476495326048776,5.898389367828223,7.348272165889951,7.881790253065287
4980,6.032270541500236,6.3945935954185975,5.987883141524284,7.001728201419892,7.827783019533202
287,5.915608894804446,7.494969557880416,5.848142525163037,7.95234071593548,8.585890552577647
3054,3.4173987610001637,5.354886718035932,5.9543077027116285,6.615194659079249,7.223215442937169
4922,0.0,6.6137331507841575,6.445957886283502,7.388717394088298,8.00337643199422
3738,3.690128673514368,5.560027571011064,4.838739202785884,7.0137625854257,7.336298689252378
3902,7.156496399143918,0.0,6.126301337330192,7.489384134543528,8.168231282541807
5009,4.775419161547776,6.753531263132525,4.9583590606419925,7.095876650951962,7.7501755489563156
4999,5.871272361779576,6.521651524352592,4.758835033532241,6.8138840633720665,7.62968911909798
1591,3.2003044392827653,6.2123054493595165,4.864529941435284,6.673184181268931,7.273030137421683
3355,5.474495088581501,6.472006205765381,4.818586581543719,6.591893186664722,7.458912537061464
3099,5.073046554217654,6.806917852051894,5.412003130951854,7.530683837129312,8.054903731310311
4997,5.531846797414664,5.718638245888188,6.519707602911041,7.406680371489741,7.965347636875236
4717,6.4668754059028135,6.140617042510423,5.412315470601449,7.5257531761812135,8.065946937498772
2372,0.0,6.104659294874325,6.2172446197433215,7.074480848151535,7.663262046024776
3024,5.792617188356693,3.551913599040779,4.737688565688236,6.105083368892754,6.826599452021128
4046,5.719458954041209,5.8818449745297725,5.1672401029410935,6.4800138866095445,7.30493280643486
2988,2.403334996094189,5.1958415749588,5.380864627515602,6.321846849091791,6.869419773916544
677,4.307303088477945,3.9448773422990935,5.213902615405673,6.446370401362016,6.842822013276512
1452,5.95176171775536,0.0,6.184107652973808,6.857776909175897,7.505855245159321
1673,5.255879483850069,5.571621571053862,5.690494580329267,7.045602345674263,7.547179901090975
4953,4.0342406381523945,6.725825645376254,5.933093633781652,7.357556200910352,7.9489079319769695
626,5.068526772512033,6.52193102037895,5.493637409127648,7.359741311815691,7.882465850985687
2639,5.25525327707701,5.922489532604451,5.839070656555716,6.544530359281713,7.378258783269524
4947,3.503152104185149,7.096994519996171,6.913568350296428,8.194883786732394,8.677056096802705
481,4.6488042230081525,4.068513802187579,4.911256850115977,6.156003934106137,6.6428517934196964
4500,6.548820640999671,5.350197988425027,5.690359454324059,6.7062386702806895,7.6106349448864625
2414,6.122734008493749,6.615382221042233,5.1672971041096325,7.4453825093585655,8.034948545699184
2503,4.070393341399587,7.436422785511072,5.4984379107047054,6.857766396637065,7.988814408402657
886,5.984515458019775,4.568298711212186,5.382382741665705,6.953837016769143,7.4704007584779175
1911,2.9199305601377086,3.2526973733437115,4.306090068583941,5.9639391760432305,6.223944379399179
4155,0.0,2.8160073426073025,4.7032945839812905,6.153795959025434,6.389434973453887
2411,5.327973251455546,4.01096295328305,5.297416961304872,6.381968290075986,6.955716528267961
2817,4.209457369322605,5.440814694776582,5.612142219101014,7.607540379722265,7.856319571406587
2036,4.347046915777855,6.324609826969506,6.352193761374755,7.670685019143282,8.116921573759429
3506,4.800819202992908,0.0,5.272024724593113,6.770812359425775,7.078712505697043
2534,4.963823172310452,6.970805192693249,5.198938922567758,6.981618935578957,7.8091191576313745
50,3.7725310266095473,7.274146863104162,5.704049105773633,7.6970713614481125,8.290287572391144
5368,4.541697763032519,6.937498530231335,5.692721527296777,6.816505843185491,7.753850988504026
510,6.366453265453239,3.5354368568703585,5.826147589129852,6.917220343597837,7.581648281819936
1137,0.0,6.9670990808988496,4.997685134920627,6.277658012133304,7.461496703724959
4889,5.13885259189701,5.219382378459893,5.613310571492126,7.183347057492172,7.572348652124021
2206,5.341089458391906,6.18859261121891,5.399835509738384,6.645194995304136,7.428541134542379
1666,6.31867978389509,5.8691839123991505,4.198704577546343,6.365920468341801,7.34863900965402
3561,6.109136465479957,6.2586823984586575,5.0442634750762405,7.203561758877335,7.811495582677832
5253,0.0,6.1669712689065825,6.1724101577220045,7.863958792167459,8.176357850282617
3261,3.3523572162426816,6.475756239095432,5.958889701175804,7.356988437722517,7.874385450468985
630,4.1560666208500985,5.969653404093868,5.62376476667017,6.7670553968790035,7.37642677132738
266,5.601306683066966,7.014904194499179,5.158537924019751,6.876739215450948,7.8336992678844295
1444,4.5740922304172305,6.589902617185238,6.0157180389086875,6.920730732504528,7.716251424138456
3974,4.830631050257462,5.4975370097428735,6.177757374624178,7.142574404733845,7.655849819692267
5515,1.786746927404511,4.023206534388762,4.4499189007168,6.0140573957606165,6.316460467724132
2410,6.269986039271506,0.0,6.640542278369696,7.3724385300828645,7.966756645041825
5369,5.770942556498723,5.776196155165247,6.308262362499981,7.151305196873912,7.8100403884120615
3331,5.870313345543831,6.032006502420918,5.206366537800128,6.935029921117017,7.589836456558149
1668,6.2881559137173495,4.227563406008324,5.6332527084656725,7.362188313236915,7.807331091679269
1893,5.257078618531438,6.295432039315113,5.803507138695397,5.943009326838577,7.274860636535668
1868,6.599435030260334,6.026735161189902,5.2264990787575645,7.474068588365282,8.037200638572644
5601,5.451639131491686,0.0,5.581765488467755,6.716170954908997,7.187150611046472
4247,5.409366670323331,5.997993189070683,5.5831579056651615,7.140999644875777,7.674018153836639
1540,5.128773822113297,5.116135799954996,5.7945368379246665,7.068580775431205,7.515061306663959
578,5.353278924622011,6.5131410861782095,4.578415448679271,6.163693679620643,7.2826099654241645
44,0.0,6.038467400703317,5.127884854146496,7.6961353636334415,7.932268826223153
3782,5.204226443148442,7.150191523676756,6.314453433391908,7.214305718915863,8.121070308510394
4634,5.477968694786114,5.295413153400647,5.841251936231648,7.637918821821287,7.95697071948529
505,4.9597629637225005,6.705051406905383,5.738570300141865,7.59853465851242,8.090086586326896
5024,5.078356245925126,5.819132924343376,6.164282756470128,7.227923902468218,7.760897456600362
3461,5.1258075171380755,5.206969327088731,5.185204657916391,5.414899681627902,6.621658615771367
1202,3.545874759696932,5.048701494902712,5.263622396751151,6.7903784108285645,7.146709185342567
3225,5.640310051700628,6.711557896652534,5.21640207334677,6.668482345738044,7.636206860098313
2024,7.235547092361793,5.356869253497653,5.687178725489421,7.3340812777576305,8.138459591547099
149,2.5603232890727545,5.1079434765632525,5.261342130423142,6.534646028579981,6.962811484730215
1173,5.182794275292498,6.3228703998244615,4.7747441699595425,6.4746620037564995,7.312773620638364
4182,5.648622063478925,4.859734881977045,6.034404297599237,7.348033967186043,7.775099434455105
5524,3.0407056391967218,4.730303916744856,5.524137333065656,6.244322228405582,6.799055862058796
4504,5.4380793089231965,6.819393900240978,5.046710038233246,6.702328848473085,7.655504274733667
2468,0.0,5.438122786238914,5.500849963958122,6.2490868168384335,6.89815938530869
2700,4.31748811353631,6.2248554148737405,5.2618608295374205,6.984771874130669,7.522967944734174
83,0.0,5.39312742131068,5.847103294100423,6.986751285208635,7.406297773034294
91,4.369700984983244,4.860509835518618,5.571811768288968,7.479796408781624,7.714186500995422
5458,6.545105377626264,6.935885877359884,6.602859225795668,7.762591795021878,8.478358803629702
4295,0.0,6.646598285469711,7.0426532374300965,7.5828708630446275,8.2627756677969
425,0.0,5.013763728770787,6.810197575387331,6.2188391349500085,7.350927134262407
1301,4.792728009577292,6.0814652017519135,5.2901339737400175,6.895328383974008,7.462398725291003
93,4.0005831824076274,5.86061526868299,4.519612297626446,6.194507426715188,6.892052635254847
3958,3.3021134234382563,6.254520879733359,4.8197975775339605,5.910146025930394,6.944308977272443
3328,6.917259965996382,5.897620791577822,4.932529598092634,6.487744899431938,7.680863625429638
2472,6.097512326545943,5.437339905196838,5.539300835990577,7.150662241137298,7.696680711601678
4033,5.109575241951159,4.041471072615034,5.2949617427346745,6.581373957391079,7.039108050133391
3078,4.749270529961848,6.781704408781537,6.027724149728294,6.794026513653795,7.741246840962338
2479,5.233672173054505,6.79573933165747,5.290385996221755,6.530279781412903,7.581984640687437
76,5.914070412200284,5.962627734169423,6.053640905534658,7.3255046259235215,7.901021866697497
598,4.191168746857642,3.844386356712335,5.382612558043432,6.498071283872352,6.898997037308238
4734,4.04234926710372,3.9114228253561136,4.634728988229637,5.8726528575685535,6.331715350232544
2598,4.572853584511548,6.6147121952881776,5.766725974423231,7.567816092754276,8.03728790213289
3702,5.004617221770693,5.5827065232990245,5.43559797208207,6.102088685565887,6.9921975252465085
3206,6.5592185582598646,6.875459334181316,5.4481587747871965,7.6987367238904385,8.320893595430801
5385,6.007706922653846,5.283558995572491,5.454637120802992,6.798676748955897,7.4565238768635265
5435,5.089446474520545,6.214568097622171,5.107882989643532,7.3601612232587215,7.78184389774368
3979,5.824051307047147,6.151859973568242,4.783232685861663,6.590548270382017,7.410105084267084
2565,6.108224837716682,5.920049100697452,4.860509835518618,6.7355662146667346,7.489903857481433
100,0.0,6.2149480406352895,4.243913332544247,6.512651308423622,7.124043385339363
2302,6.337568817820998,5.949417844605637,5.68836422192782,6.907735278782134,7.714829180275961
356,6.425338929689826,3.5121422756138823,5.8456291988844375,7.17201006298321,7.738919402029276
4270,6.708938419658985,6.689798254355228,5.4309671206435,6.984132816579849,7.982279772121156
3700,4.222004585374694,3.82929335782915,5.135386587546013,6.6876446237853076,6.9880071955392005
407,4.968562517674348,1.0681530811834012,5.356539103748161,6.770410911915381,7.112645242618566
3633,3.3610695905713768,6.7723363918744015,5.768695925498847,7.471317554993391,7.9984059579795534
4878,5.067519596296966,6.898361293340268,5.258068124640351,7.12880063061412,7.857836623045082
3646,6.22174258732279,7.677821833143464,6.44721077085691,7.4999046357121335,8.53685855439014
